 2019-10-24 19:00:10,349 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2019-10-24 19:00:10,357 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 8ms)
 2019-10-24 19:00:10,357 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2019-10-24 19:00:10,365 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 8ms)
 2019-10-24 19:00:10,389 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2019-10-24 19:00:10,397 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 8ms)
 2019-10-24 19:00:10,397 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2019-10-24 19:00:10,409 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 10ms)
 2019-10-24 19:00:10,461 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2019-10-24 19:00:10,465 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 5ms)
 2019-10-24 19:00:10,465 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2019-10-24 19:00:10,473 [P12536/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 6ms)
 2019-10-24 19:00:12,409 [P12536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2019-10-24 19:00:12,773 [P12536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2019-10-24 19:00:12,781 [P12536/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2019-10-24 19:00:13,005 [P12536/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2019-10-24 19:00:13,025 [P12536/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2019-10-24 19:00:13,225 [P12536/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2019-10-24 19:00:13,253 [P12536/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3694ms)
 2019-10-24 19:00:15,633 [P12536/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:55045/umbraco (UmbracoModule request)
 2019-10-24 19:00:16,113 [P12536/D2/T7] INFO  umbraco.content - Load Xml from file...
 2019-10-24 19:00:16,117 [P12536/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2019-10-24 19:00:17,477 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2019-10-24 19:00:17,489 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 14ms)
 2019-10-24 19:00:27,549 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2019-10-24 19:00:27,561 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 12ms)
 2019-10-24 19:00:28,113 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2019-10-24 19:00:28,137 [P12536/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 24ms)
